Emotion,author,Sentence
surprise,desanders,Sob! I can't believe I'm ending my work week at the chapter about what Augusten Burrough's father did to Ernie the guinea pig!
surprise,GEOpdx,Strange there is a 99 char limit to tweets on ustream   (GeoGeekTV live &gt; http://ustre.am/2TOa)
surprise,Luna_Porcelina,@Spraypainthero wh-wha? hacky sack plans sans Jackie???
surprise,ms_bbwliz,"Getting closer to logging in. My left hand is so swollen, I can't wear my wedding ring. I keep forgetting and worrying that I lost it."
surprise,blakecrist,such a nice day and i'm gonna be stuck inside all night
surprise,JWNY,On the way to Malaysia...no internet access to Twit
surprise,isilwath,getting rained out @ the devon horse show.  *head desk*
surprise,ravenatic,"@xLilahhx Good stuff, Smiles back? Why won't you go to his concert too? :o. Wish I could instead of doing my music which is failing  lol x"
surprise,msmeg7594,@kaseyhayes a bee stung your eye? im sorry
surprise,valeriegeekass,I dont understand why he's doing this
surprise,louise_hendy,"@Jason_Manford oh, i'm so sorry, i didn't know  hope you're well x"
surprise,volleyballbitch,@iamchinky13 are u ignoring me  gah!
surprise,LadyTartan,@halbpro it's called retro my dear and I wear fifties fashion sometimes....did you not see my birthday pictures?
surprise,Brandonnnnnnnn,Omg I can't believe jay leno is going off the air
surprise,melanie_susan,Boy is going to a movie. I wish I didn't feel like shit.
surprise,may_star,Jumped on a train to visit or rescue my mom. Totally forgot my sweatshirt  And forgot to bring my make up! First time ever forgetting :/
surprise,Brandonnnnnnnn,-- Omg I can't believe jay leno is going off the air  I HATE CONAN O'BRIAN
surprise,Tacoma253,@abramsandbettes i sent one abrams  and it was all surrounded with weather
surprise,teh_asian_one,"dinner smells good...man i'm hungry. so sunny outside, wish i was at wonderland"
surprise,MsJerzi,Its coming out the socket  I feel like my phones hole is not a virgin. That's how loose it is... :'(
surprise,BigJacks,@Janelliebeans I don't even remember what's on there!!!
surprise,TwiStedCoVerGrl,@retrorewind OMG at that Almost in our 40's comment!!  Same Bday as Joe here...But I turn 40...OMG....lol
surprise,Jordan_doll,Back in a mo. Cover Girls hubby on fb chat. She not seen him for 5 months
surprise,bougiebitch,@shenangagain nooo way dude did I? I'm at my ma's 4 the w/e this means no net we in the country
surprise,MegaMetaTurtle,I still smell of smoke  #kitchenfire
surprise,trwhite88,Sunburn is not as fun as I remember
surprise,kbeh,watching missy elliot video collection so sad I was told that I looked like her all through high school
surprise,mary0rtega,unemployment line here i come.
surprise,legalgeekery,"Oh noes, Not Your Average Joes in Lexington is closing!  Sad"
surprise,bkkay,"@selenagomez I hope you had fun in Canada  don't worry you'll see then again this summer,"
surprise,RockinChick09,http://twitpic.com/67otn - Awwwww i want them
surprise,Jodasaur,"@corruptjelly &quot;ICANT LIVE, i cant live!!!&quot; lmao. Oh and btw - oooowwwch my foot  hurry with that plaster, im going to bleed to death"
surprise,AM_Glory,@AngelaIsshay oh that's what's up! I tried parmesean primavera last night and made a culinary abomination! It was pretty sad...
surprise,woahhleslie,"bummer, my phone gets disconnected. on the weekend of my birthday. darn &lt;/3"
surprise,TheSpencer,@lilyroseallen is it true you have a part in Neighbours?? I have been brought up watching that show..I wanna be on it
surprise,mbloem83,Why does it matter who marries who as long as youre happy....i find it so wrong to say ok u two can marry but you cant
surprise,clairabellejp,a HUGE SPIDER just crawled past me.  HUGE.
surprise,pawcake2,Were at citibank I thought we were gonna go to grannys house but were no
surprise,Dharmalovesyou,Today officialy fucking sucks. My mom is the biggest bitch ever. Text me
surprise,cursive,fuck everything
surprise,_trishobrien_,awwww it ovber!!!
surprise,sickophantikmnd,@TheMrsH I saw an all red Audi on the highway. I sped uo to it hoping it was you. My loss
surprise,robdiwa,@SarahKMetz wish you were sluttin it up w me  waaaaaaaaahhhh!!!
surprise,gel_tweets,got a surprising and sad news on a Friday  (clue:effect of global financial crisis) http://plurk.com/p/x2vyi
surprise,absbia777,@BefiBeez i just posted it like 5 mintues after you got off
surprise,paranoid_,@LaurenConrad I can't belive you only have one episode to go  xx
surprise,BeeJayEmCee,@spicesierra sorry to hear that
surprise,NuNu_213,"@natetron Yo nate, what's going on with Morgie? Is she ok??"
surprise,bobsyauncle,3 day weekend and all I can think of is work waiting to ambush me on Tuesday!   Damn you work!!!
surprise,cece_newnew,@GoldenSquad  LOL yeah he unfollowed me bkuz  I was just jokein with him bwt somethn n I quess he took it serious
surprise,GuitarLove08,"@MusicLover_15 No, I haven't seen it yet!  But once it comes out on DVD.. ;) hehe. Haha"
surprise,Flash_Forward,Poor dead Josh.  http://bit.ly/JKpHn  Please leave your messages of condolences there.  #boy #rip
surprise,raymondh,Test discovery just missed being in Py3.1
surprise,melerycelery,when i told my mom &quot;can we watch up?&quot; she said &quot;OK&quot;. little did i know she thought i asked &quot;what's up?&quot; looks like i have a free friday.
surprise,skhensley,@PassionMD I could see your quote but not vote for it??
surprise,fayelouise1984,"watching a film, recovering from my operation"
surprise,_Ness,chillen at gmas! Soooo humid outside!
surprise,lilbohemian,@shutterbutter @daveydollar ... Way to rub it in guys! Send everyone my love  wish I could be there
surprise,shawnyblueeyes,wishes he can just call her.  blah. it used to be so easy to move on. wtf happened?
surprise,ozonemama,"i'm thinking that tonight's plans are not gonna happen. sigh...sadface. i shouldn't be surprised, but i am."
surprise,brook14,i am soo fucking sick of wades mood swings... uhh i hate him.. he's an asshole!! ahhhh
surprise,samantitaa,@ClaudeKelly What day is it? What's #FF? I'm worst than you
surprise,coffeeatteatime,I got overexcited about pizza and burned my mouth.
surprise,torisgreat,Dammit i just locked the keys in the car! had to call mama whos in laughlin to call AAA for me
surprise,emilymayy,just drove with my mom and brynn. my mom said im the worst driver EVER...really??
surprise,hibo928,Its humid today. Last night there was lightning. And now its humid
surprise,margabee,Never commute in the rain. The people get so much meaner to you.
surprise,AnnieMaul,"@MartiniMisty Oh god, what was that thing! It scared me."
surprise,RockLobster09,had to throw out lotion at the air port terminal
surprise,cpos,Parking garage concrete pole 1 -- the new Odessey 0.
surprise,traceydukes,@HelloMissJean hhhhhhaaaaaaaaaaaaa!!!! Yo u hve me in tears!...its all @CthaGod fault he said u cancelled so I thought....
surprise,mtiller,"Upcoming trip...Italy, France and Belgium...yeah.  Sadly, no Germany.  Surprisingly bummed about that.  Almost a tradition."
surprise,AlyssaaLouise,Rain  oh well it's still Friday!!
surprise,MoreInteresting,"@KristenSimoni Every time I have Friday off. Sadly, that's not too often"
surprise,K_Rob8,@DanaBrunetti What up? Why no tweets. Are you also filming in a place w/ no signal?  .Hmmm.
surprise,MarkieKula,Why am i even trying to go to sleep. Its 28c in here. I miss the cold winter nights
surprise,ashlee154,Went to see &quot;UP&quot;. It was a really good movie that pulls at the heart strings  i highly recommend it
surprise,JadeLittish,"@jacvanek omggg, how were the &quot;crazy cobras&quot; i wantewd to see them when they were in London"
surprise,kabukitty,Sometimes I could swear I really am insane.
surprise,DrNautilus,I was just asked by a suit where i was heading to. I didn't think i looked that much like a whore
surprise,vanmeerbeek,@XtineSamonte  what's going on ?
surprise,britx3sugarlik,watching the jobros live chat .. not live though  haha.
surprise,kristaforby17,nothing.. just looking for me a car. im haven no luck at all!
surprise,Chrissy_L,wtf my pic isn't showing
surprise,blogjunkie,ugh... hangover. sign that i'm getting old
surprise,DebiShirlene,Justwatched the premier of Jon  Kate plus 8 andI just cant pull myself together.I cant imagine being alone with my 2 let alone 8.
surprise,lost_dog,@shaylaa I am lost. Please help me find a good home.
surprise,BhindMyHzlEyez,pulled up @ walmart aunt got out went in I fell asleep 2 hours later.... were r you?!  lol
surprise,nursecassie,@kyliexmonster WHAT?! i was wanting to see that show!!
surprise,SARAHxKAYT,omg i am in so much pain  ouchies
surprise,Neeko247,"Thought i saw the a-trak van, turns out its the Alcohol- TEAM van."
surprise,CosmosGirl,@jkocurek @mikeflynn - really? What a waste of money then
surprise,mneavegt,is being a horrible twitter-er. Moved in to my Houston apartment and awaiting work starting on Monday. Real world=now
surprise,ranajune,I want a new lappy
surprise,cia_baby,@KidFury I dont see it? where do u see it listed at cause I dont
surprise,Catrina1978,Im home where i am about 2 drink alone.
surprise,MileyCyrus,@tracecyrus plz dont fall in love with tokyo and never come home
surprise,rickdog,tMeme&gt; My besties. If only @ddlovato was there.  on Twitpic: http://twitpic.com/67hac - My besties. If.. http://twitpic.com/67hac
surprise,r0z1k,??????? #bash ?? ??????? ????????? ????
surprise,JadyenGrey,@AustinWilde  well i see ur moving onto the next cute guy
surprise,itchyblood,Why is no one online?
surprise,Dancin2the80s,Wowzer! It's very windy. Not good for my allergies!!
surprise,slightlydrunk,Finally watched the last couple episodes of The Office on NBC ( #theofficenbc ) - I now understand why Gervais stopped after 2 seasons
surprise,lamere,@fedexwifey oh no! thanks for that blog entry but I ordered mine a  few days ago! I feel so dumb
surprise,Pammyla,@LightAesthetic  what about sauce? Huh? I'm going to california tomorrow morning
surprise,Tuckkkk,sickkkkk.  GET ME OUT OF THIS HOUSE! need to get active. whats going down? Celina havin a party? hit me uhpp!
surprise,dannyatticus,@joeag ahh. That sucks.
surprise,Jason_DC,Awe...man...i missed registration 4 #flashcamp
surprise,floydmay,Believe it or not I'm a super geek
surprise,mrhankmanthe3rd,"Got fully denied tonight  sleep time now, lnd in morn!"
surprise,Justasimplegirl,@meryreino Really? Awesome..Im mad cuz my followers r goin down  *Take A Breath*
surprise,RicardoZamora,@maggit we tried yesterday and they said no
surprise,Jay031,@ItsPrecious that's meAn
surprise,AyeBloodyRight,"@wowshaggy ooft what pub? I'm off 2moro, but I have a backlog of what people call work to finish. Doubt I'll do it"
surprise,danscottbrown,@currykidd rofl. room is too small to dance
surprise,MyFearOfFalling,"@xFrankieMonster haha. lucky, I havent seen it yet  It fucking sucks ."
surprise,PaigeTJohnson,@ericajo42 @saynerd01 oh look! it's our new house in santa barbara! http://i41.tinypic.com/2hi2t4y.jpg  hahha i wish
surprise,YaYaLuvCupcakes,after I said hi how are you she did at double take &amp; left. Damn it I should have let her look around first
surprise,sexidance,There's a huge bulldyke eyein me
surprise,BlancheBabcock,"Oh, I forgot. They weighed me at the Dr. I am at my highest weight ever."
surprise,KarinasKitchen,@szsz Wow- you are sharing some of my long list.
surprise,conorravo,@XcourtneylisaX well i really cant belive that  xxx
surprise,guitarplaya519,@ineska awwww this made me realize I have to take down my bulletin board too!  There's so many memories up there.
surprise,martarhatican,"my house is so sad looking without all of the furniture, air mattressing it for 2 nights and then I'm officially moved from Knoxville."
surprise,tsarnick,@Izzy_Cullen oh really!!! i've already put all the pics up!! sorry!!   http://twitpic.com/61oj0
surprise,Melissa808,@dkmashino couple days?! Sheeeeit. Wish I were there. Have something at Cafe Claude for me.
surprise,chyeahitsalicia,@nicca_ no idea what that means bb
surprise,Maiseyjon,@igotyourcrazy waaaaayyyyy too hot for that
surprise,ScoutieOs,"At this point, I'm gonna be left here with only Tommy. He is no prize."
surprise,leif_n,@MarieTuckerVA busy wit work  how is your business going on?
surprise,eloisajb,@mitchelmusso its it done?
surprise,jgg0610,@itsbecca not playing here either
surprise,LilyCovington,@juicystar007 Pleaseeee im really tired and stuck in waiting room for 2 hours  midnight in england. hw much money do u get a mnth?
surprise,Meg3r,oh dear! gareths b-day 2moro all my girlfriends are abroad  lucky niamh is coming home 2moro poor gareth has 2 listen 2 me talk all day
surprise,beautifulmistak,wow 2 months since i've been on twitter... supposed to go see Maat in PA but the James is sleepin
surprise,LeonardG,Just realized I hold a membership in the gym - saw my bank statement
surprise,13trini13,@mitchelmusso i waited for like an hour and i never got to talk to you
surprise,LaChicaPreciosa,Did it just start to thunder out of nowhere??
surprise,ktoint83,is missing her best friend..... and i only saw them this afternoon  How sad am I!!!!
surprise,xLiLShanx,@KDVCashville omg that was my twin sister's fav song
surprise,ktheace,MegaMan 2.5D... wow! Capcom please don't chuck a 'Square-Enix' and put a Cease and Desist order on this project
surprise,wonger29,For those of you heading out of vancity I've heard the hwy is closed east bound at cwack
surprise,espi12,@kraez2001 http://twitpic.com/67w20 - Jordan baby was talking to me!!!! I wish I coulda met you!! ugh
surprise,youulovemee,my sister just ripped my heart outta myy fukkn chest.  im super hurt right now. she's all i ever needed in this life.
surprise,mcentellas,stopped for coffee at Maryland rest area; so did at least five entire middle schools; just my luck
surprise,Cayla_89,cannot believe someone smashed my car window and stole my laptop  they obviously dont have a mum!!!
surprise,lesiqueira,"@dougiemcfly get better omg i still dont believe that i didn'tgot a picture with you  it's soo sad, i don't now when i'm gonna see u again"
surprise,Puddington,Just realized all his fantastic nerdfriends no longer live in Rochester
surprise,TomCayman,Ecaytrade people who said you'd come by stuff at 6:30..where are you ? Bugs me when people no-show
surprise,coolkidftw,@iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin
surprise,DawnCharlton,"Just chillin' in pjs after a short, but long week - why is someone continually knocking at my door?"
surprise,stewiee133xx,"gooooooood night, cant believe tomoroo is cancelled!  but still gonna be a giid night, GNI cant beat them!"
surprise,danipoynterjudd,@shereemcfly09 arrr bummer  who do you want to win?
surprise,JHall510,@missuzliipzlive ilooked in my phone book and ur name was the first to show and i was like i got ti-ti number but it was just ur email
surprise,rahimrahman,It was my fault for leaving my flip-flops outside my locker while swimming at USF Koret but why oh why would you want to take 'em? #R2IMT
surprise,WizardRockDA,@Bensabeast Whaaaat?!?!?  When did that happen?
surprise,ir0nisland,"*sniff sniff* I want thie App for my iPhone but it's only in America. Free Anime, Games shows and more for you iPhone = Win. But no UK ="
surprise,deejaynam,I also found out that it's also my last youth group meeting
surprise,LuliBelen,"It's 20:50 hs and i'm still at the office...really tired,wanna go home!"
surprise,mrs_mcsupergirl,@no_surprises no it's not ready
surprise,Gennystar,THIS twitter is driving me nuts...WONT LET ME DOWNLOAD A PROFILE PIC!! ...guess i'll keep trying!!
surprise,_MASTERMIND_,It's a really warm day in Seattle! My reeses chocolate is melting!!!
surprise,LainyFulton,@mileycyrus hehe his name was Jack Dawson &amp; he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I&lt;3Him!
surprise,LittleMissDx,Ok so Jeff looks like he has a black eye!!
surprise,JujuSherry,@momlogic OMG....that is soooo sad.
surprise,jimmydanda,Phone went in the toilet   The truth is I'm surprised is hasn't happen sooner!
surprise,ashface,OMG JLO AND MARC ANTHONY WERE AT MY OLD SCHOOL GRADUATION  BRB UPSET
surprise,whulett,Went to see UP today - very disappointed - it was sad   Almost made me cry!  I thought it was supposed to be funny.
surprise,mznubianlove,its after 12 an man is texting me telling me that he wants to come over.i say i'm tired..lol..da punk says he'll bring me redbull and KFC
surprise,cloe16,@ClareHeartsMAC can u add ur link. I can't find u on YouTube.
surprise,Patriots13,"Eatin dinna, herd tom brady not movin 2 fast"
surprise,mcamry,Just found out that they are running a lil behind.
surprise,Pameluv,back to Roseburg...and an empty apartment
surprise,_dang3r,@jackbox noooooo! I just spent two days getting that damn song OUT of my head
surprise,AshleyNicole305,@shepromoceo got damn stranger  lol
surprise,yoko71,@RaleighWood Raj wasn't on the list.  So Scoop or Bandit.
surprise,mikeolbinski,"@nickyvender Nicky, I LAND at 10pm, it will be like 10:40 before I get home! UGH! Wont be any fish fry left for me anyways"
surprise,FenterZ,@heartsnsparkles she is that's why she never speaks to me in college i think  .....i might just stick to unzela...if hashim dosnt shoot me
surprise,gretchin,.@aragornrain: no health insurance is not an option.
surprise,vichica,http://twitpic.com/67ykl - The stolen purse -- when it was new from the store...see tags still on it
surprise,19fischi75,@Impala_Guy Just like me )))) No i must confess one dark side of me is that i can be sometimes stubborn + i�m a little morning grouch
surprise,AmberLovesNKOTB,I'm so glad my concert is still a week away...I'm getting so sick and I need the time to recover!! My lungs hurt so bad right now
surprise,jamiedbaby,@FattKiddBep i made a vid for you proving my skiLLs that you denied but my step dad said he'd disown me if i posted it ~   sowey
surprise,naomistarr,can't make it to graduation...
surprise,dougreport,@xxiolla1@dougreport how can I read the Floyd article says it's private   - odd -it works for me...
surprise,_writersblock_,Eli in the ER  they pricked his finger for blood sugar and he was trying not to cry http://twitpic.com/67z2q
surprise,Winchester_X,"I want to become vegetarian, It's going to be so hard!"
surprise,gcstanley,Wow what a storm we just had!!! Now no power
surprise,stargrl221,Trying to figure out this thing...it's not going well
surprise,TheCraftPantry,"Soo embarassed I didn't see the tweets I've been getting from kind followers.    I'll do better, I promise!!!"
surprise,howeveralthough,@jinime Your schmoo is moving? Are you sad?
surprise,marcolaureano,Select Yums tees on sale! Bird Walk and SODMG are sold out though
surprise,nationmckinley,@hellparade what? whyyyy?
surprise,Liana_B_Nana,ACK! Ghost Whisperer isn't on!   Damn network's lucky they gave me Walk The Line in place of it...f*ckas. JP is hawt.  :0)
surprise,charod,..dat dude look crazy w/ dat hair on his face lmao ..stop it!! ..the old wrestlers went to TNA  thanks Vince ..these dudes are clowns lol
surprise,mytvnetwork,@jojo_jtv WHAT! I was only gone for 30 minutes and you're already showing boobage without me?
surprise,bigbluebronco,Boo....Up DLP is sold out for 8:30
surprise,maryviolet,@fatsam33 yeahh  those two times we've stood next to each other were special times...
surprise,icysun23,@SilentEcho omg i know i'm so sorry  my screen is just small :S
surprise,yodaspimpcane,@natalyathree damn! natalya! you gotta tell me whats going on!!! i'd call you but i lost all my phone numbers when i broke my blackberry
surprise,SelNicole,goodness gracious my chair broke
surprise,Addicted2Fame,i lost a follower
surprise,romanstwelveone,@path189 why weren't we invited?
surprise,iwalkonwater,@xhotandfatx you gotta follow &quot;BOOBFEED&quot; its incredible. They tweet 4-10 a day. With links to free breasts. Its my favorite tweeter
surprise,twikletwikle,love to but  already got plan  going to queen mary !
surprise,angelobell,Someone out there will soon  be the lucky recipient of my 5000th Tweet. Oh wait. Shit. THIS was it!
surprise,meoof,@MuddyTheFox aww  but typing from beyond the grave...impressive
surprise,nobodylkl,@lusid2029 I will let you know as soon as I figure it out... sorry about the mix up; i was supposed to get off work an hour ago
surprise,rxe,Waiting for my turn on wii fit gym closed
surprise,strangeland924,so yeah...i guess i dont get company this weekend  so who wants to come hang out?
surprise,frankkvitta,@mofranco sorry mo. we thought that u have to work tomorrow  we go to the casino together too :?)
surprise,_anea,@Cadistra   when do you find out?
surprise,Alex_FAITH,@toywatch I didnt win  but I will continue to try keep giving away those fabulous watches cant wait to win1
surprise,haleyyrae,I cant believe i blew off that cute guy and his friend who were selling us concert tickets  FML
surprise,brettmorrison,@RWPhoto Sadly I think I know exactly were you put it--in the expired drawer   Those things have a life span of less than two years
surprise,HannahRose13,"@morganedgar1307 Ugh, not yeeet!  It's like, in a week, too... =/ I'll keep trying!!"
surprise,CforrClemmensen,@TheNewBradie is that teh part where hes liek feeling the girl. i feel sooo soooory for her
surprise,melijealous,"Always I listen that song I start crying, It makes me remember moments with my friends at primary school"
surprise,KeisheraOnline,Wow Derek Rose got a next student to do his SATs.  so what now? He can't play no more?
surprise,Stacy19999,didn't make it out to shop.......      there is always tomorrow.
surprise,JanobiaG,@malbaker86 at the store! Lol I don't have any liquour here
surprise,PaperMacheBeads,Hi All!!  I have 2 daughters.. and my youngest turns 2 on Monday.. Where did the time go??  sniffle sniffle sob. sob.
surprise,discohospital,@bewarethegeek i just found out one of my fav high school professors died this week. he wasn't even supposed to retire yet
surprise,aprilknob,"10 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing.."
surprise,darthbutternutz,"Playin City of Villains, wishin my buddies were playin with me....."
surprise,Watts_Bunker,Went out to get groceries...prices are inflating  Gas went up another 10 cents to hit $2.49... #TCOT
surprise,northirid,Well. That first tweet for today failed.  lol. Back to sleep or bacon and eggs? So hard to choose!!
surprise,Megan_Parrell,And other girls come over... And my boyfriend forgets that I'm here
surprise,pinkpebs,please ignore cheesey music
surprise,deadstockric,"Tweet whore ? I am up to 10,000 tweets"
surprise,yurcom,Just getting an additional free day
surprise,lesservoice,endless streams of tea~~~~... it's a holiday day here... how do I know? it's raining
surprise,geoffsays,@FoluB pebbles thrown at windows should get *someones* attention
surprise,juliadrab,"@TimothyH2O Haha! If I were him, I'd totally go check out a small little breakfast nook  They probably have the cutest ones there."
surprise,VinceCheong,C-News wasn't as bad as I expected... could have done better... but today we did a great show...
surprise,Bromoryn,@AngelicaV1 Your birthday? WELL Happy birthday
surprise,Inayah,@IMBASE k its 3 slices left
surprise,wefindwildness,"today is maintenance day for me, my flat and my blog...yeahhhh a lot of little works"
surprise,aggieastronaut,stopped working on the @MarsPhoenix image database awhile ago to help Greg with his term paper. Now chit chatting with Greg.
surprise,Rassilon8374,I got whooped by Jason Bradbury. Ace :0
surprise,taltalk,"@SIFashions Wow, that's really sweet! I'm assuming this is blog-related.  Thanks so much."
surprise,d00m3d,@jezkemp yay!  excited?
surprise,SublimeFire,@RaeRae440 It's surprising how much Billy Idol turns up in tweets. I monitor constantly - not that I'm obsessed or anything!  #BillyIdol
surprise,catbook,'SMUDGER' is cleaning herself  http://apps.facebook.com/catbook/profile/view/5726504
surprise,mitathehermette,"@petrilude WHY can't we have both!? HUH, it'll make up for the raping of our twitter you just did"
surprise,Aimee326,@Ryface Famous on Myspace?? You're a dillhole.
surprise,CourtneySit,"I'm off! Well, home... I will see you soon!"
surprise,swells14,@Dean_John what makes u think of south africa? why not italy or hawaii or something?
surprise,jobeaz,Oops that would be #edaust09
surprise,Sandman010,@ work.. This week some new instrumentals.. stay updated
surprise,Dutchrudder,"@shaskins too early ,,, I'll spill my corn flakes"
surprise,misterjt,@DJMel oh I don't love it. Just noting that remix kids seem to
surprise,J0ANNER,"@JRulz Hello James, who are you"
surprise,thepurplehawk,"@BlakeLewis Oh, I see!  So it's like, morning there, right? Happy breakfast! *thumbs up*"
surprise,walkingfungus,Got back from helping my sis with stuff for my niece's 1st birthday. I saw a PSP/DS lite car charger in Toy Kingdom SM for only P250!!
surprise,xoxoxoe,"took mr timothy for a run, he's quite fast if i hold up his bottom"
surprise,Iamlegend01,@xxJessica94xx Hey what's up? My name is Caleb and I'm your newest follower!!!
surprise,elove77,Had a gr8 Sunday relaxing enjoying the beautiful weather. Good nite
surprise,rubenerd,@Kat77 Don't ever turn off the part of your brain that talks crap! That's where fun comes from
surprise,merraberrabird,professional development is my favorite way to spend a beautiful monday afternoon....NOT!
surprise,barklund,"@aral 105% of people between 18-24 yrs in DK is on facebook, more profiles than citizens in that range  Where are you in DK? And Why?"
surprise,Lenyoloi_line,@trinemt I'm excited! Hust let me know when you want to go over to Lucky7 Tattoos
surprise,teenius,"@3rdbrain - Wow, I didn't realise you were Hami. lol. Thanks for all the comments on my blog, dude"
surprise,ChineseLearn,@pammiebegood Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
surprise,isabellabyrne,OMGSH IM BEING FOLLOWED BY &gt;&gt;PARAMORE&lt;&lt; :O
surprise,cece_newnew,@DjZeeti haha i just nto 2 lonq aqo qot out dh ashower
surprise,Austin_Irl,@lisam75 thanks  great day for it.
surprise,dave_gregson,@honey_buns awesome! thank you
surprise,getsharp,@gneitzer I thought every weekend was a long weekend in California
surprise,Otterface,"At work surprisingly happy all things considered, ahhhh loveliness"
surprise,luuis10,I can't believe it's Monday already! A week in Vancouver already gone.. what a good weekend
surprise,thegadgetgirl,Feeling good about our win! Its nice being softball champs  bring on the season!
surprise,fate_22,@_mmmichelle you're in france?!?! cheri!
surprise,kaseeey,got 1 after school detention. 2 lunch times and if i dont go to them. i will get 2 more after schools
surprise,Baydar1,@LoveLock12 while you awake ?
surprise,wahliaodotcom,"@inrsoul ah! well, I'll see if I can find u later in the week.  I am tempted to look at Leica's this week. LOL. We could go check it out."
surprise,clairemcgowan,@Biosciencewino thanks for the message - just worked out how to see them and reply!
surprise,JennJine,"@CourtneyKitty  awwwwwww, our kitties are the BEST!"
surprise,xXxSharnixXx,coming back drom camp!!! there was no cell fone reception =0 so im so happy were back in QLD and a little bit tired
surprise,__artgeek__,@hitrecorders! please follow @FollowHitRECord so that we can keep our updates and stuff there  use it to spread word
surprise,connyb,"@mtrier You're not the only one surprised that FreeTDS and UTF-8 don't &quot;just work&quot;. But you'll get it right, eventually."
surprise,coondini,"@JenCarfagno Wow, you were here? Why didn't you tell me? J/k  That's cool though; I have yet to see one..."
surprise,PrincessJacie,@LILthomasWAYNE You realllllllllly just said that didn't you?
surprise,aprilodessa,I'm writing from my BlackBerry now.
surprise,wwjcpd,wow heather
surprise,Kat77,@pokeyoats is it a test to gauge audience reaction? who ARE you?!
surprise,VinceCheong,@imraphael @hsubidooby Scrub and moisturize... doesnt even sounds like 'showering'... maybe u should be inclined to follow me en. rephael
surprise,Emmmaa___,"writing my AWESOME, but raunchy(; dream to brooke  ahaha"
surprise,odd_one_in,@crustydolphin Journey!? Wow... u just became cooler.  hehe... (is that possible!?)
surprise,kai_2412,"chaof anh. chaof cacs chij cacs mowj cacs thims.di`.hoj hangf thaan thik gaanf xa thoong gia cuoois phoosm,hic! gio moi nhan ra ko co VK"
surprise,baizura,@sheilaon7 i didnt know u guys have acc in fb hee
surprise,melissamaples,"@xmellyssax Hey, thank you very much, that's very kind of you to say"
surprise,atvelu,Expected a Silverlight content on M$ Vine site http://www.vine.net/default.aspx ... they realized the reach of Flash LOL
surprise,AndrewHansen1,@markjoyner totally! I've been waitin for somethin new and thought provoking at mj.name
surprise,Bandido_B,"Good morning. haha I just read that the swine flu probably not come`s from pigs at all, but from people! Poor pigs who got all the blame!"
surprise,ficklampa,"@juhasaarinen what? I do not speak Finnish or what that was, hehe"
surprise,yaili,I'm still here! I just changed my avatar
surprise,UniqueGuitarist,@beckamcfly nice have fun....Although you cant not have fun lol
surprise,pim666,is playing restaurant city.
surprise,Cani_Ha,are you talking to meeeeeeeeeeee???!!!!!!!!!
surprise,PeterSene,woken up by a bacon and egg sandwich in bed - man I have good housemates
surprise,MarinaMartin,"@AmyatQ13 You're a night owl, too, huh?"
surprise,Tracey_Mac,"@joeymcintyre  Missed all your tweets again Joe, damn that time difference!!! (UK) Dont 4get about your fave supporters in the UK!!!  xx"
surprise,tiasg,"@gustomize Oh, and a very good review"
surprise,jason_2008,@scotdoc tut tut. Isn't charging just fun. Thr new palm pre charging platform looks nifty tho.
surprise,ComedyQueen,@keza34 lol The sun is hiding hes having a lie in  hows you?
surprise,andreirosca,@buguletzu thanks
surprise,kixxa,@Artemis_Neith James just doesn't take a bad pic! Colossal loveliness! (wondering if I spelt colossal right...)
surprise,marthaFRESH,"@JansportJ crazy, we live in a small world, and now u live in covina huh? Thas where im @ but back to chino i goooo"
surprise,khushi4all,"@ocean29 lolzz @ public script, wait  - n- watch"
surprise,XoGraceoX,"@torilovesbradie haha, nice pic  looks abit like my school"
surprise,dervisi,@devilworks wow.???? ??????
surprise,pimpyouriphone,"@Acekillerpc Oh right,sorry,now i get ya,But still 3000 email's,wow,cool"
surprise,Dutchrudder,"@brookehaskins 07 !!! It's bloody quick,, even my gran could drift it   http://twitpic.com/4ja93"
surprise,fleaday,getting ready to shop  birmingham here i come
surprise,SandyMusicFreak,you know what's today? no? it's the Star Wars day you ass!
surprise,BevClement,"@sidthelab so what are your plans seeing it's a bank holiday there and raining, well it should be raining it's a bank holiday"
surprise,dvroegop,@RopeMarks You're gonna wear pink outfits??? I assume she bought it for you
surprise,nickmackechnie,@venzann  I saw you started following me -  Welcome - what do you do in AKL and for whom?
surprise,d0nrumata,"Finally welcoming new #followers: @syedbalkhi, @knowem, @avilan, @jkneen, @webfusion5 &amp; @jonathanengalla. Tweet on!"
surprise,mymemoirs,@lolmonsters lol that's great  For you.
surprise,andrewdisley,@tdobson: Didn't need the shipping forecast we're inland
surprise,JagesAnnan,"@japmap2009 Oh, I is dubbed Breesaholic Insomniac #2  *feels special* oh! must add third Angel drink to post"
surprise,0xRaex0,Trying to save money for an iPod touch!
surprise,SmilinNursAnnie,@whodeani Some place where you have to be all boring? UGGGGGG
